X1,season,player,Pos,possessions,Age,height,weight,G,DRB,BLK,STL,DRAYMOND,PTS,FT.,PPG,FTP,draft_round,draft_number,draft_year,years_in_nba
914,2015,Miles Plumlee,C,2459.292,26,211,112,146,173.979452054795,54.7739726027397,34.2260273972603,-0.2006186,4.02739726027397,0.478130434782609,4.02739726027397,0.478130434782609,1,26,2012,3
915,2016,Miles Plumlee,C,1774.256,27,211,112,61,138,50,21,1.492802,5.14754098360656,0.576,5.14754098360656,0.576,1,26,2012,4
916,2017,Miles Plumlee,C,977.2775,28,211,112,90,43.0666666666667,10.2777777777778,13.9222222222222,2.463348,2.51111111111111,0.641205128205128,2.51111111111111,0.641205128205128,1,26,2012,5
917,2014,Norris Cole,PG,4659.871,25,188,79,82,143,5,77,-1.526053,6.42682926829268,0.779,6.42682926829268,0.779,1,28,2011,3
918,2015,Norris Cole,PG,3719.207,26,188,79,150,112.413333333333,11.3133333333333,44.46,0.4320405,7.64,0.716154320987654,7.64,0.716154320987654,1,28,2011,4
919,2016,Norris Cole,PG,2479.361,27,188,79,45,141,5,37,-2.093327,10.6,0.8,10.6,0.8,1,28,2011,5
920,2017,Norris Cole,PG,316.151,28,188,79,13,11,0,8,-0.4637705,3.30769230769231,0.8,3.30769230769231,0.8,1,28,2011,6
921,2014,Omri Casspi,PF,2703.923,25,206,102,71,205,14,44,1.598811,6.90140845070423,0.68,6.90140845070423,0.68,1,23,2009,5
922,2015,Omri Casspi,SF,2912.24,26,206,102,67,206,9,31,-1.775541,8.85074626865672,0.733,8.85074626865672,0.733,1,23,2009,6
923,2016,Omri Casspi,SF,4027.508,27,206,102,69,352,17,56,-1.119891,11.7826086956522,0.648,11.7826086956522,0.648,1,23,2009,7
924,2017,Omri Casspi,SF,1307.77,28,206,102,72,66.4305555555556,2.16666666666667,16.9027777777778,-1.999832,5.16666666666667,0.585948275862069,5.16666666666667,0.585948275862069,1,23,2009,8
925,2014,Patrick Patterson,PF,3420.519,24,206,104,130,180.076923076923,31.4461538461538,44.7076923076923,0.3571275,8.53846153846154,0.703992957746479,8.53846153846154,0.703992957746479,1,14,2010,4
926,2015,Patrick Patterson,PF,4495.112,25,206,104,81,306,44,60,-0.4213192,8,0.788,8,0.788,1,14,2010,5
927,2016,Patrick Patterson,PF,5063.612,26,206,104,79,265,32,53,0.7563658,6.87341772151899,0.853,6.87341772151899,0.853,1,14,2010,6
928,2017,Patrick Patterson,PF,3602.304,27,206,104,65,229,23,40,2.241252,6.84615384615385,0.717,6.84615384615385,0.717,1,14,2010,7
929,2014,Quincy Acy,SF,1735.642,23,201,108,126,132.111111111111,23.3888888888889,20.1666666666667,1.923113,2.71428571428571,0.660330188679245,2.71428571428571,0.660330188679245,2,37,2012,2
930,2015,Quincy Acy,PF,2533.781,24,201,108,68,222,22,27,1.281546,5.85294117647059,0.784,5.85294117647059,0.784,2,37,2012,3
931,2016,Quincy Acy,PF,1872.815,25,201,108,59,123,24,29,-0.5244219,5.20338983050847,0.735,5.20338983050847,0.735,2,37,2012,4
932,2017,Quincy Acy,PF,1184.051,26,201,108,76,85.4473684210526,13.8157894736842,12.8947368421053,1.414511,5.84210526315789,0.749825,5.84210526315789,0.749825,2,37,2012,5
933,2014,Rajon Rondo,PG,1979.99,27,185,84,30,142,2,40,-3.713327,11.6666666666667,0.627,11.6666666666667,0.627,1,21,2006,8
934,2015,Rajon Rondo,PG,4281.23,28,185,84,136,226.764705882353,5.33823529411765,69.75,-0.666763,8.94117647058824,0.397038461538462,8.94117647058824,0.397038461538462,1,21,2006,9
935,2016,Rajon Rondo,PG,5414.909,29,185,84,72,358,10,141,-1.338796,11.9305555555556,0.58,11.9305555555556,0.58,1,21,2006,10
936,2017,Rajon Rondo,PG,3891.444,30,185,84,69,282,11,99,-1.255351,7.79710144927536,0.6,7.79710144927536,0.6,1,21,2006,11
937,2014,Ramon Sessions,PG,4405.401,27,190,86,166,125.78313253012,6.99397590361446,38.1325301204819,-1.128303,12.3012048192771,0.806913366336634,12.3012048192771,0.806913366336634,2,56,2007,7
938,2015,Ramon Sessions,PG,2808.84,28,190,86,128,90.46875,0,21.65625,1.015697,6.28125,0.768881502890173,6.28125,0.768881502890173,2,56,2007,8
939,2016,Ramon Sessions,PG,3544.459,29,190,86,82,178,5,46,-1.574766,9.87804878048781,0.756,9.87804878048781,0.756,2,56,2007,9
940,2017,Ramon Sessions,PG,1713.744,30,190,86,50,62,3,26,-0.1194658,6.24,0.771,6.24,0.771,2,56,2007,10
941,2014,Randy Foye,SG,5219.536,30,193,96,81,196,39,67,-0.4946356,13.1851851851852,0.849,13.1851851851852,0.849,1,7,2006,8
942,2015,Randy Foye,SG,2250.543,31,193,96,50,76,11,34,-2.151614,8.7,0.818,8.7,0.818,1,7,2006,9
943,2016,Randy Foye,SG,3736.225,32,193,96,162,102.833333333333,22,30.3333333333333,0.784383,5.85185185185185,0.824263513513513,5.85185185185185,0.824263513513513,1,7,2006,10
944,2017,Randy Foye,SG,2778.79,33,193,96,69,146,9,35,0.0119495,5.17391304347826,0.857,5.17391304347826,0.857,1,7,2006,11
945,2014,Reggie Bullock,SF,847.6833,22,201,92,43,43,1,9,1.814126,2.67441860465116,0.778,2.67441860465116,0.778,1,25,2013,1
946,2015,Reggie Bullock,SF,683.2454,23,201,92,72,39.7638888888889,3,8.27777777777778,3.384732,1.91666666666667,0.666833333333333,1.91666666666667,0.666833333333333,1,25,2013,2
947,2016,Reggie Bullock,SF,900.4141,24,201,92,37,54,2,10,0.0909718,3.2972972972973,0.933,3.2972972972973,0.933,1,25,2013,3
948,2017,Reggie Bullock,SF,954.9177,25,201,92,31,51,3,18,0.9392402,4.54838709677419,0.714,4.54838709677419,0.714,1,25,2013,4
949,2014,Reggie Jackson,PG,5660.391,23,190,94,80,270,9,85,0.8741224,13.0875,0.893,13.0875,0.893,1,24,2011,3
950,2015,Reggie Jackson,PG,4496.042,24,190,94,154,208.850649350649,6.82467532467532,48.1428571428571,-0.6737092,14.5064935064935,0.830144495412844,14.5064935064935,0.830144495412844,1,24,2011,4
951,2016,Reggie Jackson,PG,5186.01,25,190,94,79,195,11,59,-0.976664,18.8481012658228,0.864,18.8481012658228,0.864,1,24,2011,5
952,2017,Reggie Jackson,PG,2873.81,26,190,94,52,92,5,35,-1.132916,14.4615384615385,0.868,14.4615384615385,0.868,1,24,2011,6
953,2014,Roy Hibbert,C,5677.44,27,218,122,81,336,182,29,3.024813,10.7530864197531,0.77,10.7530864197531,0.77,1,17,2008,6
954,2015,Roy Hibbert,C,3767.738,28,218,122,76,384,125,18,2.444122,10.5526315789474,0.824,10.5526315789474,0.824,1,17,2008,7
955,2016,Roy Hibbert,C,3824.86,29,218,122,81,266,110,32,0.0618231,5.9382716049382704,0.807,5.9382716049382704,0.807,1,17,2008,8
956,2017,Roy Hibbert,C,1425.295,30,218,122,96,93.375,42.375,7.5,1.12938,4.60416666666667,0.813,4.60416666666667,0.813,1,17,2008,9
957,2014,Rudy Gay,SF,5042.117,27,203,104,146,257.698630136986,43.2671232876712,76.1917808219178,-0.423096,19.958904109589,0.821837209302326,19.958904109589,0.821837209302326,1,8,2006,8
958,2015,Rudy Gay,SF,4889.745,28,203,104,68,301,41,71,0.0631199,21.0588235294118,0.858,21.0588235294118,0.858,1,8,2006,9
959,2016,Rudy Gay,SF,5041.993,29,203,104,70,353,51,100,-0.0766087,17.2,0.78,17.2,0.78,1,8,2006,10
960,2017,Rudy Gay,SF,2048.159,30,203,104,30,155,26,44,0.251595,18.7333333333333,0.855,18.7333333333333,0.855,1,8,2006,11
961,2014,Serge Ibaka,PF,6557.655,24,208,106,81,485,219,39,2.547797,15.1481481481481,0.784,15.1481481481481,0.784,1,24,2008,6
962,2015,Serge Ibaka,PF,4269.03,25,208,106,64,364,155,30,3.177415,14.328125,0.836,14.328125,0.836,1,24,2008,7
963,2016,Serge Ibaka,PF,6380.665,26,208,106,78,392,148,38,0.8886387,12.6025641025641,0.752,12.6025641025641,0.752,1,24,2008,8
964,2017,Serge Ibaka,PF,5494.947,27,208,106,158,322.936708860759,99.0569620253165,33.5696202531646,0.2770441,14.8481012658228,0.855896,14.8481012658228,0.855896,1,24,2008,9
965,2014,Seth Curry,PG,27.19604,23,188,83,4,0.75,0,1.5,7.264174,1.5,0,1.5,0,Undrafted,Undrafted,NA,NA
966,2015,Seth Curry,PG,16.41,24,188,83,2,2,0,0,-1.384463,0,0,0,0,Undrafted,Undrafted,NA,NA
967,2016,Seth Curry,PG,1470.5,25,188,83,44,51,3,22,-2.250635,6.79545454545455,0.833,6.79545454545455,0.833,Undrafted,Undrafted,NA,NA
968,2017,Seth Curry,PG,3984.449,26,188,83,70,153,7,79,1.042352,12.8285714285714,0.85,12.8285714285714,0.85,Undrafted,Undrafted,NA,NA
969,2014,Shelvin Mack,PG,3253.614,23,190,92,73,139,2,50,0.2836654,7.45205479452055,0.865,7.45205479452055,0.865,2,34,2011,3
970,2015,Shelvin Mack,PG,1874.886,24,190,92,55,71,2,30,-1.534502,5.43636363636364,0.806,5.43636363636364,0.806,2,34,2011,4
971,2016,Shelvin Mack,PG,2077.009,25,190,92,104,87.6923076923077,2.30769230769231,25.8461538461538,0.8190705,8.61538461538461,0.737975409836066,8.61538461538461,0.737975409836066,2,34,2011,5
972,2017,Shelvin Mack,PG,2686.794,26,190,92,55,108,3,42,0.8912434,7.81818181818182,0.688,7.81818181818182,0.688,2,34,2011,6
973,2014,Spencer Hawes,C,5153.054,25,216,111,160,412.91875,73.75,34.4625,1.343168,13.1625,0.782835526315789,13.1625,0.782835526315789,1,10,2007,7
974,2015,Spencer Hawes,PF,2716.367,26,216,111,73,228,53,24,0.7198359,5.82191780821918,0.647,5.82191780821918,0.647,1,10,2007,8
975,2016,Spencer Hawes,PF,2241.928,27,216,111,57,193,27,22,0.3315861,5.96491228070175,0.831,5.96491228070175,0.831,1,10,2007,9
976,2017,Spencer Hawes,PF,1691.887,28,216,111,108,120.305555555556,24.1296296296296,12.0648148148148,-0.2420825,6.24074074074074,0.846,6.24074074074074,0.846,1,10,2007,10
977,2014,Taj Gibson,PF,4775.419,28,206,102,82,358,112,41,2.362208,13.0365853658537,0.751,13.0365853658537,0.751,1,26,2009,5
978,2015,Taj Gibson,PF,3834.98,29,206,102,62,234,75,36,2.504864,10.3225806451613,0.717,10.3225806451613,0.717,1,26,2009,6
979,2016,Taj Gibson,PF,3922.82,30,206,102,73,298,77,47,1.072271,8.58904109589041,0.692,8.58904109589041,0.692,1,26,2009,7
980,2017,Taj Gibson,PF,4307.614,31,206,102,156,266.307692307692,53.1923076923077,32.9358974358974,0.649262,10.8461538461538,0.714993670886076,10.8461538461538,0.714993670886076,1,26,2009,8
981,2014,Terrence Jones,PF,4519.938,22,206,114,76,366,99,53,0.4924845,12.1184210526316,0.605,12.1184210526316,0.605,1,18,2012,2
982,2015,Terrence Jones,PF,2710.937,23,206,114,33,142,59,18,1.394691,11.6969696969697,0.606,11.6969696969697,0.606,1,18,2012,3
983,2016,Terrence Jones,PF,2181.09,24,206,114,50,149,39,23,-2.23662,8.68,0.664,8.68,0.664,1,18,2012,4
984,2017,Terrence Jones,PF,2637.81,25,206,114,108,232.972222222222,52.0555555555556,38.4444444444444,-0.4035916,10.8148148148148,0.606,10.8148148148148,0.606,1,18,2012,5
985,2014,Terrence Ross,SG,4558.269,22,201,93,81,209,27,64,1.094125,10.8518518518519,0.837,10.8518518518519,0.837,1,8,2012,2
986,2015,Terrence Ross,SF,4340.709,23,201,93,82,194,25,53,-0.5210208,9.84146341463415,0.786,9.84146341463415,0.786,1,8,2012,3
987,2016,Terrence Ross,SF,4091.675,24,201,93,73,164,25,54,1.414185,9.86301369863014,0.79,9.86301369863014,0.79,1,8,2012,4
988,2017,Terrence Ross,SF,4055.906,25,201,93,156,147.615384615385,25.4230769230769,67.9230769230769,-1.401431,11,0.83111038961039,11,0.83111038961039,1,8,2012,5
989,2014,Thaddeus Young,PF,5714.029,25,203,100,79,310,36,167,-1.635338,17.9367088607595,0.712,17.9367088607595,0.712,1,12,2007,7
990,2015,Thaddeus Young,PF,5240.882,26,203,100,152,216.684210526316,19.3421052631579,96.1578947368421,-0.6484005,14.0921052631579,0.65501,14.0921052631579,0.65501,1,12,2007,8
991,2016,Thaddeus Young,PF,4853.615,27,203,100,73,484,37,112,-0.4598935,15.0958904109589,0.644,15.0958904109589,0.644,1,12,2007,9
992,2017,Thaddeus Young,PF,4885.771,28,203,100,74,318,30,114,1.118878,11,0.523,11,0.523,1,12,2007,10
993,2014,Thomas Robinson,PF,2041.425,22,208,107,70,202,20,23,-0.679526,4.84285714285714,0.564,4.84285714285714,0.564,1,5,2012,2
994,2015,Thomas Robinson,PF,1659.064,23,208,107,108,155.62962962963,15.0925925925926,24,0.104569,5.7037037037037,0.528141509433962,5.7037037037037,0.528141509433962,1,5,2012,3
995,2016,Thomas Robinson,PF,1904.685,24,208,107,71,223,36,39,-0.3868754,4.32394366197183,0.431,4.32394366197183,0.431,1,5,2012,4
996,2017,Thomas Robinson,PF,1169.7,25,208,107,48,139,9,26,-3.135154,5.02083333333333,0.47,5.02083333333333,0.47,1,5,2012,5
997,2014,Timofey Mozgov,C,3705.938,27,216,124,82,357,100,27,1.506655,9.39024390243902,0.754,9.39024390243902,0.754,Undrafted,Undrafted,NA,NA
998,2015,Timofey Mozgov,C,5113.642,28,216,124,162,291.882716049383,73.2592592592593,24.8518518518519,1.418162,9.69135802469136,0.717976851851852,9.69135802469136,0.717976851851852,Undrafted,Undrafted,NA,NA
999,2016,Timofey Mozgov,C,2788.111,29,216,124,76,227,57,22,2.30986,6.25,0.716,6.25,0.716,Undrafted,Undrafted,NA,NA
1000,2017,Timofey Mozgov,C,2297.7,30,216,124,54,160,31,16,1.16494,7.42592592592593,0.808,7.42592592592593,0.808,Undrafted,Undrafted,NA,NA
1001,2014,Tobias Harris,PF,3655.292,21,190,86,61,336,24,41,-0.3802612,14.6393442622951,0.807,14.6393442622951,0.807,1,19,2011,3
1002,2015,Tobias Harris,SF,4685.685,22,190,86,68,357,36,69,-0.0349281,17.1176470588235,0.788,17.1176470588235,0.788,1,19,2011,4
1003,2016,Tobias Harris,PF,5329.958,23,190,86,152,319.763157894737,31.1578947368421,50.8486842105263,-0.8141652,14.6842105263158,0.831018518518518,14.6842105263158,0.831018518518518,1,19,2011,5
1004,2017,Tobias Harris,PF,5194.431,24,190,86,82,353,39,60,-0.2714612,16.109756097561,0.841,16.109756097561,0.841,1,19,2011,6
1005,2014,Toney Douglas,PG,1393.21,27,188,88,102,52.1176470588235,3.76470588235294,14.3529411764706,-2.016841,3.96078431372549,0.735058823529412,3.96078431372549,0.735058823529412,1,29,2009,5
1006,2015,Toney Douglas,SG,337.8119,28,188,88,12,20,4,11,0.0361655,4.25,0.615,4.25,0.615,1,29,2009,6
1007,2016,Toney Douglas,PG,2628.904,29,188,88,61,118,5,70,-1.319362,8.70491803278689,0.848,8.70491803278689,0.848,1,29,2009,7
1008,2017,Toney Douglas,PG,810.4088,30,188,88,24,48,5,18,-1.733108,4.875,0.828,4.875,0.828,1,29,2009,8
1009,2014,Troy Daniels,SG,288.6606,22,193,92,5,4,0,0,-4.13577,8.4,0,8.4,0,Undrafted,Undrafted,NA,NA
1010,2015,Troy Daniels,SG,808.675,23,193,92,94,16.9148936170213,0.617021276595745,3.95744680851064,0.6227223,3.74468085106383,0.846038461538462,3.74468085106383,0.846038461538462,Undrafted,Undrafted,NA,NA
1011,2016,Troy Daniels,SG,1037.605,24,193,92,43,50,3,11,1.119871,5.62790697674419,0.556,5.62790697674419,0.556,Undrafted,Undrafted,NA,NA
1012,2017,Troy Daniels,SG,2520.365,25,193,92,67,79,4,21,0.0252552,8.22388059701493,0.796,8.22388059701493,0.796,Undrafted,Undrafted,NA,NA
1013,2014,Ty Lawson,PG,4653.701,26,180,88,62,175,10,100,-1.555702,17.5806451612903,0.798,17.5806451612903,0.798,1,18,2009,5
1014,2015,Ty Lawson,PG,5475.465,27,180,88,75,192,9,92,-1.411939,15.24,0.73,15.24,0.73,1,18,2009,6
1015,2016,Ty Lawson,PG,3150.004,28,180,88,132,77.1666666666667,6.00757575757576,44.75,-0.3198073,5.65151515151515,0.686023255813954,5.65151515151515,0.686023255813954,1,18,2009,7
1016,2017,Ty Lawson,PG,3547.352,29,180,88,69,135,6,74,-1.884111,9.8695652173913,0.797,9.8695652173913,0.797,1,18,2009,8
1017,2014,Tyreke Evans,SF,3996.005,24,198,99,72,265,21,84,-0.3002641,14.4722222222222,0.771,14.4722222222222,0.771,1,4,2009,5
1018,2015,Tyreke Evans,SG,5465.102,25,198,99,79,334,37,100,-0.3234916,16.620253164557,0.694,16.620253164557,0.694,1,4,2009,6
1019,2016,Tyreke Evans,SG,1518.844,26,198,99,25,109,8,32,-3.240211,15.16,0.796,15.16,0.796,1,4,2009,7
1020,2017,Tyreke Evans,SF,1614.904,27,198,99,80,95.7,6.675,27.075,-1.162051,10.275,0.750065217391304,10.275,0.750065217391304,1,4,2009,8
1021,2014,Will Barton,SG,969.8175,23,198,79,41,58,7,9,2.540835,4.04878048780488,0.813,4.04878048780488,0.813,2,40,2012,2
1022,2015,Will Barton,SG,2021.247,24,198,79,116,101.362068965517,14.1551724137931,35.8275862068966,1.686752,6.8448275862069,0.787090425531915,6.8448275862069,0.787090425531915,2,40,2012,3
1023,2016,Will Barton,SG,4796.688,25,198,79,82,417,39,71,-0.1594934,14.3658536585366,0.806,14.3658536585366,0.806,2,40,2012,4
1024,2017,Will Barton,SG,3553.859,26,198,79,60,200,28,48,-1.803124,13.6666666666667,0.753,13.6666666666667,0.753,2,40,2012,5
