X1,season,player,Pos,possessions,Age,height,weight,G,DRB,BLK,STL,DRAYMOND,PTS,FT.,PPG,FTP,draft_round,draft_number,draft_year,years_in_nba
374,2015,Kentavious Caldwell-Pope,SG,5143.279,21,196,92,82,209,18,93,-0.9646595,12.719512195122,0.696,12.719512195122,0.696,1,8,2013,2
375,2016,Kentavious Caldwell-Pope,SG,5913.805,22,196,92,76,212,17,110,0.9677047,14.5394736842105,0.811,14.5394736842105,0.811,1,8,2013,3
376,2017,Kentavious Caldwell-Pope,SG,5095.408,23,196,92,76,193,12,89,-0.726375,13.7763157894737,0.832,13.7763157894737,0.832,1,8,2013,4
377,2014,Kevin Durant,SF,7970.133,25,206,108,81,540,59,103,1.291927,32.0123456790123,0.873,32.0123456790123,0.873,1,2,2007,7
378,2015,Kevin Durant,SF,1890.861,26,206,108,27,162,25,24,0.4477103,25.4074074074074,0.854,25.4074074074074,0.854,1,2,2007,8
379,2016,Kevin Durant,SF,6835.906,27,206,108,72,544,85,69,1.976788,28.1805555555556,0.898,28.1805555555556,0.898,1,2,2007,9
380,2017,Kevin Durant,SF,5599.939,28,206,108,62,474,99,66,2.279719,25.0806451612903,0.875,25.0806451612903,0.875,1,2,2007,10
381,2014,Kevin Love,PF,5871.952,25,208,113,77,739,35,59,-0.7942863,26.1038961038961,0.821,26.1038961038961,0.821,1,5,2008,6
382,2015,Kevin Love,PF,5188.303,26,208,113,75,589,39,51,0.5419081,16.3733333333333,0.804,16.3733333333333,0.804,1,5,2008,7
383,2016,Kevin Love,PF,5943.115,27,208,113,77,613,41,58,-0.2865934,16.025974025974,0.822,16.025974025974,0.822,1,5,2008,8
384,2017,Kevin Love,PF,5059.1,28,208,113,60,518,22,53,0.2468506,19.0333333333333,0.871,19.0333333333333,0.871,1,5,2008,9
385,2014,Kevin Seraphin,C,1158.314,24,206,129,53,75,26,3,0.5565391,4.69811320754717,0.871,4.69811320754717,0.871,1,17,2010,4
386,2015,Kevin Seraphin,C,2545.613,25,206,129,79,201,59,10,1.284939,6.5822784810126604,0.707,6.5822784810126604,0.707,1,17,2010,5
387,2016,Kevin Seraphin,C,1083.45,26,206,129,48,95,36,8,2.03015,3.89583333333333,0.826,3.89583333333333,0.826,1,17,2010,6
388,2017,Kevin Seraphin,PF,1280.461,27,206,129,49,101,20,7,0.388135,4.73469387755102,0.636,4.73469387755102,0.636,1,17,2010,7
389,2014,Khris Middleton,SF,4840.563,22,203,106,82,250,20,83,-0.3234062,12.0731707317073,0.861,12.0731707317073,0.861,2,39,2012,2
390,2015,Khris Middleton,SF,5212.545,23,203,106,79,299,11,122,1.154553,13.3544303797468,0.859,13.3544303797468,0.859,2,39,2012,3
391,2016,Khris Middleton,SG,5733.114,24,203,106,79,258,19,131,0.1709602,18.1518987341772,0.888,18.1518987341772,0.888,2,39,2012,4
392,2017,Khris Middleton,SF,2184.57,25,203,106,29,112,7,41,-0.0103735,14.6896551724138,0.88,14.6896551724138,0.88,2,39,2012,5
393,2014,Klay Thompson,SG,6383.726,23,201,97,81,211,37,74,1.534544,18.3703703703704,0.795,18.3703703703704,0.795,1,11,2011,3
394,2015,Klay Thompson,SG,6673.572,24,201,97,77,220,60,87,0.629803,21.6623376623377,0.879,21.6623376623377,0.879,1,11,2011,4
395,2016,Klay Thompson,SG,7418.566,25,201,97,80,271,49,60,1.360177,22.1375,0.873,22.1375,0.873,1,11,2011,5
396,2017,Klay Thompson,SG,6884.808,26,201,97,78,236,40,66,1.501142,22.3333333333333,0.853,22.3333333333333,0.853,1,11,2011,6
397,2014,Kosta Koufos,C,2708.927,24,213,120,80,258,71,32,1.473396,6.425,0.645,6.425,0.645,1,23,2008,6
398,2015,Kosta Koufos,C,2914.013,25,213,120,81,305,63,29,1.469662,5.17283950617284,0.647,5.17283950617284,0.647,1,23,2008,7
399,2016,Kosta Koufos,C,3146.163,26,213,120,78,254,70,40,0.9112778,6.78205128205128,0.548,6.78205128205128,0.548,1,23,2008,8
400,2017,Kosta Koufos,C,2847.756,27,213,120,71,285,48,36,1.107241,6.61971830985915,0.613,6.61971830985915,0.613,1,23,2008,9
401,2014,Kyle Lowry,PG,6152.952,27,183,92,79,281,15,121,-0.0773998,17.9367088607595,0.813,17.9367088607595,0.813,1,24,2006,8
402,2015,Kyle Lowry,PG,5072.18,28,183,92,70,274,13,109,-0.0178642,17.7714285714286,0.808,17.7714285714286,0.808,1,24,2006,9
403,2016,Kyle Lowry,PG,7031.214,29,183,92,77,310,34,158,-0.3411869,21.2207792207792,0.811,21.2207792207792,0.811,1,24,2006,10
404,2017,Kyle Lowry,PG,5069.95,30,183,92,60,240,19,88,-0.8902079,22.4,0.819,22.4,0.819,1,24,2006,11
405,2014,Kyle O'Quinn,C,2414.857,23,208,113,69,264,88,39,1.298686,6.21739130434783,0.687,6.21739130434783,0.687,2,49,2012,2
406,2015,Kyle O'Quinn,PF,1658.128,24,208,113,51,153,39,31,0.906188,5.76470588235294,0.772,5.76470588235294,0.772,2,49,2012,3
407,2016,Kyle O'Quinn,PF,1554.899,25,208,113,65,174,49,20,2.00668,4.75384615384615,0.767,4.75384615384615,0.767,2,49,2012,4
408,2017,Kyle O'Quinn,C,2516.121,26,208,113,79,282,104,36,2.167109,6.27848101265823,0.771,6.27848101265823,0.771,2,49,2012,5
409,2014,Kyrie Irving,PG,4937.92,21,190,87,71,207,23,108,-0.2394879,20.8169014084507,0.861,20.8169014084507,0.861,1,1,2011,3
410,2015,Kyrie Irving,PG,6300.039,22,190,87,75,182,20,114,-1.045864,21.7066666666667,0.863,21.7066666666667,0.863,1,1,2011,4
411,2016,Kyrie Irving,PG,4807.02,23,190,87,53,113,18,56,-1.179584,19.6415094339623,0.885,19.6415094339623,0.885,1,1,2011,5
412,2017,Kyrie Irving,PG,6480.952,24,190,87,72,178,25,83,-1.262114,25.2222222222222,0.905,25.2222222222222,0.905,1,1,2011,6
413,2014,LaMarcus Aldridge,PF,5890.211,28,211,117,69,599,68,63,0.6221451,23.231884057971,0.822,23.231884057971,0.822,1,2,2006,8
414,2015,LaMarcus Aldridge,PF,5397.503,29,211,117,71,549,68,48,1.172416,23.3943661971831,0.845,23.3943661971831,0.845,1,2,2006,9
415,2016,LaMarcus Aldridge,PF,5131.443,30,211,117,74,456,81,38,1.034665,17.9864864864865,0.858,17.9864864864865,0.858,1,2,2006,10
416,2017,LaMarcus Aldridge,PF,5615.228,31,211,117,72,350,89,46,1.500187,17.2638888888889,0.812,17.2638888888889,0.812,1,2,2006,11
417,2014,LeBron James,PF,7041.756,29,203,113,77,452,26,121,-0.6650333,27.1298701298701,0.75,27.1298701298701,0.75,1,1,2003,11
418,2015,LeBron James,SF,6533.031,30,203,113,69,365,49,109,-0.8847018,25.2608695652174,0.71,25.2608695652174,0.71,1,1,2003,12
419,2016,LeBron James,SF,6937.195,31,203,113,76,454,49,104,1.481119,25.2631578947368,0.731,25.2631578947368,0.731,1,1,2003,13
420,2017,LeBron James,SF,7187.196,32,203,113,74,543,44,92,0.788281,26.4054054054054,0.674,26.4054054054054,0.674,1,1,2003,14
421,2014,Leandro Barbosa,PG,747.8067,31,190,87,20,32,4,7,-1.121581,7.5,0.795,7.5,0.795,1,28,2003,11
422,2015,Leandro Barbosa,SG,2536.528,32,190,87,66,68,8,41,-1.814341,7.07575757575758,0.784,7.07575757575758,0.784,1,28,2003,12
423,2016,Leandro Barbosa,SG,2838.374,33,190,87,68,89,10,44,-2.00969,6.36764705882353,0.839,6.36764705882353,0.839,1,28,2003,13
424,2017,Leandro Barbosa,SG,2041.159,34,190,87,67,89,8,31,-1.766003,6.25373134328358,0.889,6.25373134328358,0.889,1,28,2003,14
425,2014,Luis Scola,PF,3244.159,33,206,108,82,305,16,26,0.6942353,7.63414634146341,0.728,7.63414634146341,0.728,2,55,2002,12
426,2015,Luis Scola,PF,3354.982,34,206,108,81,388,18,47,-0.166786,9.41975308641975,0.699,9.41975308641975,0.699,2,55,2002,13
427,2016,Luis Scola,PF,3532.949,35,206,108,76,276,27,46,-1.005923,8.73684210526316,0.726,8.73684210526316,0.726,2,55,2002,14
428,2017,Luis Scola,PF,995.6639,36,206,108,36,88,4,14,-1.005909,5.11111111111111,0.676,5.11111111111111,0.676,2,55,2002,15
429,2014,Luke Babbitt,PF,915.7477,24,206,102,27,70,11,7,1.153215,6.2962962962963,0.778,6.2962962962963,0.778,1,16,2010,4
430,2015,Luke Babbitt,SF,1672.277,25,206,102,63,99,11,17,-1.225822,4.06349206349206,0.684,4.06349206349206,0.684,1,16,2010,5
431,2016,Luke Babbitt,SF,1776.789,26,206,102,47,123,7,11,-1.690378,6.95744680851064,0.78,6.95744680851064,0.78,1,16,2010,6
432,2017,Luke Babbitt,SF,2148.637,27,206,102,68,129,11,21,1.128677,4.76470588235294,0.733,4.76470588235294,0.733,1,16,2010,7
433,2014,Manu Ginobili,SG,4418.928,36,198,92,68,172,17,70,-0.1160017,12.3235294117647,0.851,12.3235294117647,0.851,2,57,1999,15
434,2015,Manu Ginobili,SG,3525.912,37,198,92,70,183,20,67,-0.57237,10.5428571428571,0.721,10.5428571428571,0.721,2,57,1999,16
435,2016,Manu Ginobili,SG,2752.521,38,198,92,58,120,11,66,0.7270693,9.56896551724138,0.813,9.56896551724138,0.813,2,57,1999,17
436,2017,Manu Ginobili,SG,3353.283,39,198,92,69,129,16,82,-0.4475645,7.49275362318841,0.804,7.49275362318841,0.804,2,57,1999,18
437,2014,Marc Gasol,C,4298.051,29,216,115,59,340,76,59,0.2205143,14.5593220338983,0.768,14.5593220338983,0.768,2,48,2007,7
438,2015,Marc Gasol,C,6062.403,30,216,115,81,515,131,70,1.286604,17.4444444444444,0.795,17.4444444444444,0.795,2,48,2007,8
439,2016,Marc Gasol,C,3502.524,31,216,115,52,304,70,50,0.9554703,16.5576923076923,0.829,16.5576923076923,0.829,2,48,2007,9
440,2017,Marc Gasol,C,5385.71,32,216,115,74,402,99,67,0.2014102,19.5405405405405,0.837,19.5405405405405,0.837,2,48,2007,10
441,2014,Marcin Gortat,C,6014.826,29,211,108,81,565,121,41,0.7729304,13.1851851851852,0.686,13.1851851851852,0.686,2,57,2005,9
442,2015,Marcin Gortat,C,5554.951,30,211,108,82,537,110,49,1.621325,12.2073170731707,0.703,12.2073170731707,0.703,2,57,2005,10
443,2016,Marcin Gortat,C,4686.37,31,211,108,75,519,96,47,1.134823,13.4933333333333,0.705,13.4933333333333,0.705,2,57,2005,11
444,2017,Marcin Gortat,C,6099.165,32,211,108,82,611,65,40,-0.321724,10.7682926829268,0.648,10.7682926829268,0.648,2,57,2005,12
445,2014,Marco Belinelli,SF,4839.277,27,196,95,80,208,7,50,-1.298468,11.3875,0.847,11.3875,0.847,1,18,2007,7
446,2015,Marco Belinelli,SG,3042.182,28,196,95,62,131,3,31,-1.67136,9.16129032258065,0.848,9.16129032258065,0.848,1,18,2007,8
447,2016,Marco Belinelli,SG,3549.168,29,196,95,68,107,2,37,-1.391753,10.2352941176471,0.833,10.2352941176471,0.833,1,18,2007,9
448,2017,Marco Belinelli,SG,3667.496,30,196,95,74,164,9,44,-1.13603,10.5405405405405,0.893,10.5405405405405,0.893,1,18,2007,10
449,2014,Marcus Morris,SF,3704.25,24,188,88,82,235,18,72,-0.9562117,9.70731707317073,0.761,9.70731707317073,0.761,1,14,2011,3
450,2015,Marcus Morris,PF,4219.09,25,188,88,81,312,16,63,-0.323113,10.4320987654321,0.628,10.4320987654321,0.628,1,14,2011,4
451,2016,Marcus Morris,SF,6015.175,26,188,88,80,313,23,67,0.3269506,14.1375,0.749,14.1375,0.749,1,14,2011,5
452,2017,Marcus Morris,SF,5157.787,27,188,88,79,289,25,52,0.6106465,13.9873417721519,0.784,13.9873417721519,0.784,1,14,2011,6
453,2014,Marreese Speights,C,2222.606,26,208,115,79,189,34,10,-0.2541094,6.43037974683544,0.821,6.43037974683544,0.821,1,16,2008,6
454,2015,Marreese Speights,C,2734.296,27,208,115,76,216,34,20,0.079685,10.4078947368421,0.843,10.4078947368421,0.843,1,16,2008,7
455,2016,Marreese Speights,C,2185.887,28,208,115,72,162,34,19,1.117214,7.11111111111111,0.825,7.11111111111111,0.825,1,16,2008,8
456,2017,Marreese Speights,C,2866.662,29,208,115,82,285,41,23,0.5299587,8.67073170731707,0.876,8.67073170731707,0.876,1,16,2008,9
457,2014,Marvin Williams,PF,3256.976,27,185,89,66,252,31,54,0.1129489,9.13636363636364,0.781,9.13636363636364,0.781,1,2,2005,9
458,2015,Marvin Williams,PF,4075.935,28,185,89,78,328,36,69,0.9071405,7.3974358974359,0.713,7.3974358974359,0.713,1,2,2005,10
459,2016,Marvin Williams,PF,5168.014,29,185,89,81,394,77,58,0.143032,11.7037037037037,0.833,11.7037037037037,0.833,1,2,2005,11
460,2017,Marvin Williams,PF,4657.894,30,185,89,76,409,53,58,0.7104332,11.1710526315789,0.873,11.1710526315789,0.873,1,2,2005,12
461,2014,Matthew Dellavedova,SG,2563.978,23,193,89,72,94,5,33,-0.7227862,4.70833333333333,0.792,4.70833333333333,0.792,Undrafted,Undrafted,NA,NA
462,2015,Matthew Dellavedova,SG,3685.765,24,193,89,67,89,2,24,0.8051254,4.76119402985075,0.763,4.76119402985075,0.763,Undrafted,Undrafted,NA,NA
463,2016,Matthew Dellavedova,PG,4217.616,25,193,89,76,129,9,44,1.06567,7.48684210526316,0.864,7.48684210526316,0.864,Undrafted,Undrafted,NA,NA
464,2017,Matthew Dellavedova,PG,4326.924,26,193,89,76,123,0,53,-0.2072835,7.59210526315789,0.854,7.59210526315789,0.854,Undrafted,Undrafted,NA,NA
465,2014,Maurice Harkless,SF,3899.594,20,206,97,80,195,50,97,0.428628,7.4,0.594,7.4,0.594,1,15,2012,2
466,2015,Maurice Harkless,SF,1369.063,21,206,97,45,68,9,32,-0.2906764,3.51111111111111,0.537,3.51111111111111,0.537,1,15,2012,3
467,2016,Maurice Harkless,SF,3586.691,22,206,97,78,179,35,49,-0.420911,6.38461538461539,0.622,6.38461538461539,0.622,1,15,2012,4
468,2017,Maurice Harkless,SF,4785.146,23,206,97,77,216,70,85,2.09299,10.038961038961,0.621,10.038961038961,0.621,1,15,2012,5
469,2014,Meyers Leonard,C,781.2623,21,216,111,40,85,5,7,-1.644076,2.45,0.762,2.45,0.762,1,11,2012,2
470,2015,Meyers Leonard,C,1924.124,22,216,111,55,204,14,10,2.490768,5.94545454545455,0.938,5.94545454545455,0.938,1,11,2012,3
471,2016,Meyers Leonard,PF,2730.428,23,216,111,61,263,18,8,0.6707716,8.37704918032787,0.761,8.37704918032787,0.761,1,11,2012,4
472,2017,Meyers Leonard,PF,2625.133,24,216,111,74,209,28,13,0.1284685,5.41891891891892,0.875,5.41891891891892,0.875,1,11,2012,5
473,2014,Michael Beasley,SF,1694.816,25,206,106,55,141,21,23,0.9659339,7.92727272727273,0.772,7.92727272727273,0.772,1,2,2008,6
474,2015,Michael Beasley,PF,1010.421,26,206,106,24,77,13,15,1.291365,8.83333333333333,0.769,8.83333333333333,0.769,1,2,2008,7
475,2016,Michael Beasley,PF,952.3623,27,206,106,20,69,9,11,0.061181,12.75,0.776,12.75,0.776,1,2,2008,8
476,2017,Michael Beasley,PF,2006.761,28,206,106,56,153,27,28,-0.6337458,9.42857142857143,0.743,9.42857142857143,0.743,1,2,2008,9
477,2014,Michael Kidd-Gilchrist,SF,3062.714,20,201,105,62,215,39,43,1.475577,7.2258064516129,0.614,7.2258064516129,0.614,1,2,2012,2
478,2015,Michael Kidd-Gilchrist,SF,3158.13,21,201,105,55,307,38,30,0.458395,10.8727272727273,0.701,10.8727272727273,0.701,1,2,2012,3
479,2016,Michael Kidd-Gilchrist,SF,414.0146,22,201,105,7,33,3,3,3.989967,12.7142857142857,0.69,12.7142857142857,0.69,1,2,2012,4
480,2017,Michael Kidd-Gilchrist,SF,4762.598,23,201,105,81,409,77,81,0.6810961,9.17283950617284,0.784,9.17283950617284,0.784,1,2,2012,5
481,2014,Mike Conley,PG,5171.52,26,185,79,73,172,13,110,0.315912,17.2054794520548,0.815,17.2054794520548,0.815,1,4,2007,7
482,2015,Mike Conley,PG,4825.353,27,185,79,70,180,14,89,-0.5808867,15.8142857142857,0.859,15.8142857142857,0.859,1,4,2007,8
483,2016,Mike Conley,PG,3461.099,28,185,79,56,138,16,67,-0.634468,15.3035714285714,0.834,15.3035714285714,0.834,1,4,2007,9
484,2017,Mike Conley,PG,4930.003,29,185,79,69,211,19,92,1.07733,20.5072463768116,0.859,20.5072463768116,0.859,1,4,2007,10
485,2014,Mike Miller,SF,3683.255,33,203,98,82,177,5,26,-1.382187,7.0609756097561,0.821,7.0609756097561,0.821,1,5,2000,14
486,2015,Mike Miller,SF,1522.678,34,203,98,52,87,4,14,0.7779874,2.09615384615385,0.75,2.09615384615385,0.75,1,5,2000,15
487,2016,Mike Miller,SF,782.6006,35,203,98,47,47,4,13,0.139631,1.34042553191489,0,1.34042553191489,0,1,5,2000,16
488,2017,Mike Miller,SF,331.5079,36,203,98,20,36,0,2,-1.338042,1.4,1,1.4,1,1,5,2000,17
489,2014,Mike Muscala,PF,457.9656,22,211,108,20,35,10,3,-4.659092,3.8,1,3.8,1,2,44,2013,1
490,2015,Mike Muscala,PF,1215.715,23,211,108,40,67,19,16,-0.6857464,4.925,0.88,4.925,0.88,2,44,2013,2
491,2016,Mike Muscala,C,1324.077,24,211,108,60,79,27,13,-0.9294954,3.25,0.795,3.25,0.795,2,44,2013,3
492,2017,Mike Muscala,C,2776.381,25,211,108,70,164,41,30,0.5298371,6.21428571428571,0.766,6.21428571428571,0.766,2,44,2013,4
493,2014,Mike Scott,PF,3320.922,25,203,107,80,222,7,30,-0.8254286,9.5875,0.78,9.5875,0.78,2,43,2012,2
494,2015,Mike Scott,PF,2607.231,26,203,107,68,154,3,25,-0.2025398,7.77941176470588,0.792,7.77941176470588,0.792,2,43,2012,3
495,2016,Mike Scott,PF,2742.167,27,203,107,75,153,17,25,0.1090295,6.18666666666667,0.794,6.18666666666667,0.794,2,43,2012,4
496,2017,Mike Scott,PF,402.1063,28,203,107,18,27,3,4,-0.2068808,2.5,0.875,2.5,0.875,2,43,2012,5
497,2014,Mirza Teletovic,SF,3170.212,28,206,109,72,206,23,29,0.5681459,8.63888888888889,0.71,8.63888888888889,0.71,Undrafted,Undrafted,NA,NA
498,2015,Mirza Teletovic,PF,1814.517,29,206,109,40,167,16,14,0.9694338,8.475,0.717,8.475,0.717,Undrafted,Undrafted,NA,NA
499,2016,Mirza Teletovic,PF,3600.664,30,206,109,79,247,21,32,-1.113515,12.2151898734177,0.774,12.2151898734177,0.774,Undrafted,Undrafted,NA,NA
500,2017,Mirza Teletovic,PF,2342.558,31,206,109,70,151,13,12,-0.8664932,6.44285714285714,0.778,6.44285714285714,0.778,Undrafted,Undrafted,NA,NA
501,2014,Monta Ellis,SG,6534.856,28,190,83,82,257,23,141,-1.904525,19.0243902439024,0.788,19.0243902439024,0.788,2,40,2005,9
502,2015,Monta Ellis,SG,5945.931,29,190,83,80,156,25,148,0.6046882,18.9125,0.752,18.9125,0.752,2,40,2005,10
503,2016,Monta Ellis,SG,6079.063,30,190,83,81,229,37,150,0.7205921,13.8395061728395,0.786,13.8395061728395,0.786,2,40,2005,11
504,2017,Monta Ellis,SG,4245.768,31,190,83,74,185,27,79,-0.6477671,8.51351351351351,0.727,8.51351351351351,0.727,2,40,2005,12
505,2014,Nick Collison,PF,3129.278,33,208,115,81,177,28,30,1.165194,4.17283950617284,0.71,4.17283950617284,0.71,1,12,2003,11
506,2015,Nick Collison,PF,2254.986,34,208,115,66,160,25,35,-0.439481,4.13636363636364,0.692,4.13636363636364,0.692,1,12,2003,12
507,2016,Nick Collison,PF,1601.395,35,208,115,59,103,16,15,0.9907112,2.08474576271186,0.697,2.08474576271186,0.697,1,12,2003,13
508,2017,Nick Collison,PF,264.96,36,208,115,20,21,2,2,2.121317,1.65,0.625,1.65,0.625,1,12,2003,14
509,2014,Nick Young,SG,3768.571,28,201,95,64,137,12,46,-0.4054103,17.875,0.825,17.875,0.825,1,16,2007,7
510,2015,Nick Young,SG,2041.667,29,201,95,42,79,11,23,1.012706,13.4047619047619,0.892,13.4047619047619,0.892,1,16,2007,8
511,2016,Nick Young,SG,2096.775,30,201,95,54,83,7,23,-2.6883,7.25925925925926,0.829,7.25925925925926,0.829,1,16,2007,9
512,2017,Nick Young,SG,3268.896,31,201,95,60,112,14,37,-2.58394,13.1833333333333,0.856,13.1833333333333,0.856,1,16,2007,10
513,2014,Nicolas Batum,SF,6894.651,25,203,90,82,495,57,75,0.2712694,13.0487804878049,0.803,13.0487804878049,0.803,1,25,2008,6
514,2015,Nicolas Batum,SF,5179.082,26,203,90,71,354,40,78,0.3779719,9.35211267605634,0.857,9.35211267605634,0.857,1,25,2008,7
515,2016,Nicolas Batum,SF,5237.64,27,203,90,70,373,43,65,-0.6006389,14.9428571428571,0.849,14.9428571428571,0.849,1,25,2008,8
516,2017,Nicolas Batum,SG,5313.055,28,203,90,77,435,29,86,-0.4217165,15.1168831168831,0.856,15.1168831168831,0.856,1,25,2008,9
517,2014,Nikola Vucevic,C,3613.808,23,213,117,57,441,47,60,-0.1528459,14.2280701754386,0.766,14.2280701754386,0.766,1,16,2011,3
518,2015,Nikola Vucevic,C,5058.527,24,213,117,74,572,54,54,-0.5047591,19.2972972972973,0.752,19.2972972972973,0.752,1,16,2011,4
519,2016,Nikola Vucevic,C,4131.291,25,213,117,65,402,70,53,0.5384142,18.1692307692308,0.753,18.1692307692308,0.753,1,16,2011,5
520,2017,Nikola Vucevic,C,4508.954,26,213,117,75,603,74,77,0.8177278,14.6133333333333,0.669,14.6133333333333,0.669,1,16,2011,6
521,2014,Omer Asik,C,2363.973,27,213,115,48,277,37,14,1.054253,5.83333333333333,0.619,5.83333333333333,0.619,2,36,2008,6
522,2015,Omer Asik,C,4020.31,28,213,115,76,504,54,29,-0.3051992,7.32894736842105,0.582,7.32894736842105,0.582,2,36,2008,7
523,2016,Omer Asik,C,2411.709,29,213,115,68,294,23,21,-0.0263388,3.95588235294118,0.545,3.95588235294118,0.545,2,36,2008,8
524,2017,Omer Asik,C,1014.208,30,213,115,31,115,10,5,-0.9624856,2.74193548387097,0.59,2.74193548387097,0.59,2,36,2008,9
525,2014,Patrick Beverley,PG,3919.358,25,185,83,56,124,23,77,0.0511651,10.2321428571429,0.814,10.2321428571429,0.814,2,42,2009,5
526,2015,Patrick Beverley,PG,3514.805,26,185,83,56,170,23,59,-0.2775419,10.1428571428571,0.75,10.1428571428571,0.75,2,42,2009,6
527,2016,Patrick Beverley,PG,4469.351,27,185,83,71,177,26,94,0.5249289,9.85915492957746,0.682,9.85915492957746,0.682,2,42,2009,7
528,2017,Patrick Beverley,SG,5020.949,28,185,83,67,299,25,99,-0.4113003,9.53731343283582,0.768,9.53731343283582,0.768,2,42,2009,8
529,2014,Patty Mills,PG,3863.18,25,203,111,81,135,9,68,0.919281,10.1975308641975,0.89,10.1975308641975,0.89,2,55,2009,5
530,2015,Patty Mills,PG,1896.262,26,203,111,51,54,2,28,0.2971923,6.88235294117647,0.825,6.88235294117647,0.825,2,55,2009,6
531,2016,Patty Mills,PG,3770.266,27,203,111,81,131,6,59,-1.000788,8.51851851851852,0.81,8.51851851851852,0.81,2,55,2009,7
532,2017,Patty Mills,PG,4507.787,28,203,111,80,118,3,65,-0.8691234,9.4875,0.825,9.4875,0.825,2,55,2009,8
533,2014,Pau Gasol,C,3959.148,33,213,113,60,456,92,27,0.4745443,17.35,0.736,17.35,0.736,1,3,2001,13
534,2015,Pau Gasol,PF,5946.568,34,213,113,78,699,147,25,1.714135,18.5384615384615,0.803,18.5384615384615,0.803,1,3,2001,14
535,2016,Pau Gasol,C,4685.095,35,213,113,72,638,146,42,2.315094,16.4861111111111,0.792,16.4861111111111,0.792,1,3,2001,15
536,2017,Pau Gasol,C,3993.822,36,213,113,64,394,70,24,0.7056652,12.375,0.707,12.375,0.707,1,3,2001,16
537,2014,Paul George,SF,7102.394,23,206,99,80,478,22,151,1.668892,21.7125,0.864,21.7125,0.864,1,10,2010,4
538,2015,Paul George,SF,181.6588,24,206,99,6,18,1,5,3.056852,8.83333333333333,0.727,8.83333333333333,0.727,1,10,2010,5
539,2016,Paul George,SF,6339.954,25,206,99,81,484,29,152,1.004909,23.1358024691358,0.86,23.1358024691358,0.86,1,10,2010,6
540,2017,Paul George,SF,5798.464,26,206,99,75,434,27,117,-0.102171,23.6666666666667,0.898,23.6666666666667,0.898,1,10,2010,7
541,2014,Paul Millsap,PF,5521.348,28,203,111,74,473,78,129,0.4274445,17.9459459459459,0.731,17.9459459459459,0.731,2,47,2006,8
542,2015,Paul Millsap,PF,5931.223,29,203,111,73,431,69,130,-0.5246747,16.6849315068493,0.757,16.6849315068493,0.757,2,47,2006,9
543,2016,Paul Millsap,PF,6210.864,30,203,111,81,534,139,147,0.7944914,17.0987654320988,0.757,17.0987654320988,0.757,2,47,2006,10
544,2017,Paul Millsap,PF,5333.394,31,203,111,69,422,62,90,-0.1855008,18.0579710144928,0.768,18.0579710144928,0.768,2,47,2006,11
545,2014,Paul Pierce,SF,4782.38,36,201,106,75,322,31,86,-0.1577264,13.4666666666667,0.826,13.4666666666667,0.826,1,10,1998,16
546,2015,Paul Pierce,SF,4484.56,37,201,106,73,249,24,46,0.7833501,11.8904109589041,0.781,11.8904109589041,0.781,1,10,1998,17
547,2016,Paul Pierce,SF,2639.881,38,201,106,68,174,17,33,0.9818048,6.13235294117647,0.818,6.13235294117647,0.818,1,10,1998,18
548,2017,Paul Pierce,SF,770.8912,39,201,106,25,47,5,4,2.691732,3.24,0.769,3.24,0.769,1,10,1998,19
549,2014,Raymond Felton,PG,3866.337,29,185,92,65,143,27,78,0.3217044,9.69230769230769,0.721,9.69230769230769,0.721,1,5,2005,9
550,2015,Raymond Felton,PG,660.4694,30,185,92,29,24,4,11,1.453351,3.72413793103448,0.8,3.72413793103448,0.8,1,5,2005,10
551,2016,Raymond Felton,PG,4777.953,31,185,92,80,222,15,68,1.379913,9.5375,0.847,9.5375,0.847,1,5,2005,11
552,2017,Raymond Felton,PG,3774.069,32,185,92,80,184,22,67,1.125193,6.725,0.781,6.725,0.781,1,5,2005,12
553,2014,Richard Jefferson,SF,4300.135,33,201,105,82,201,14,56,-1.850104,10.1341463414634,0.741,10.1341463414634,0.741,1,13,2001,13
554,2015,Richard Jefferson,SF,2696.455,34,201,105,74,158,11,32,-0.0318836,5.83783783783784,0.684,5.83783783783784,0.684,1,13,2001,14
555,2016,Richard Jefferson,SF,3407.714,35,201,105,74,113,14,33,0.5229594,5.54054054054054,0.667,5.54054054054054,0.667,1,13,2001,15
556,2017,Richard Jefferson,SF,3707.72,36,201,105,79,174,10,26,0.6520234,5.67088607594937,0.741,5.67088607594937,0.741,1,13,2001,16
557,2014,Ricky Rubio,PG,5533.755,23,193,87,82,281,11,191,-1.315554,9.52439024390244,0.802,9.52439024390244,0.802,1,5,2009,5
558,2015,Ricky Rubio,PG,1404.183,24,193,87,22,106,1,38,1.062024,10.2727272727273,0.803,10.2727272727273,0.803,1,5,2009,6
559,2016,Ricky Rubio,PG,4736.016,25,193,87,76,286,10,162,-1.032061,10.0789473684211,0.847,10.0789473684211,0.847,1,5,2009,7
560,2017,Ricky Rubio,PG,4950.345,26,193,87,75,237,10,128,-0.4809337,11.1466666666667,0.891,11.1466666666667,0.891,1,5,2009,8
561,2014,Robert Covington,SF,70.35167,23,206,97,7,3,0,2,3.05856,2.28571428571429,0,2.28571428571429,0,Undrafted,Undrafted,NA,NA
